Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
Apple,i11,FE,4,64,Amazon,Like New,4500,200,2021,1767,3.9,32551
Samsung,S25,FE,8,64,Croma,Like New,4500,12,2025,4587,4.1,91474
Nothing,Phone 1,Plus,8,512,Reliance Digital,Like New,4500,64,2024,9163,4.9,31228
Samsung,A15,Pro,4,256,Offline Store,Good,5200,12,2021,1177,4.1,16887
Motorola,Edge 40,Lite,8,256,Amazon,Used,4000,12,2021,7436,4.6,26508
Samsung,M54,Pro Max,6,256,Croma,Used,6000,64,2022,189,3.7,41500
Samsung,Y15,Pro Max,6,512,Official Store,Like New,6000,64,2024,3152,4.1,16007
Vivo,V50,X,4,64,Croma,Like New,5000,48,2022,804,3.9,53500
Google,Pixel 6,Lite,8,256,Offline Store,Used,6000,200,2023,5565,4.1,42250
Samsung,M14,Lite,4,256,Flipkart,Like New,5000,48,2022,5738,3.7,15025
Google,Pixel 6,FE,8,512,Croma,Like New,6000,48,2025,5557,4.1,48846
Samsung,S25,Pro,4,64,Croma,Like New,5200,64,2022,3744,4.6,109750
Samsung,S23,Lite,12,256,Reliance Digital,Used,5000,64,2022,5459,5,42250
Samsung,A75,Lite,8,64,Croma,Good,5200,64,2021,2587,4.9,42250
Samsung,A75,X,4,512,Flipkart,Used,6000,108,2024,4653,3.6,53500
Nothing,Phone 1,Lite,6,512,Reliance Digital,Used,5200,108,2023,2159,4.3,26216
Samsung,Z22,Base,8,512,Croma,Good,5500,64,2023,365,4.9,100000
Vivo,V60,T,4,128,Tata Cliq,Good,6000,48,2025,7596,4,54210
OnePlus,T9,Pro Max,6,64,Flipkart,Refurbished,4500,12,2024,4779,5,64750
Vivo,V29,Plus,8,128,Amazon,Like New,5000,48,2024,3068,4,42497
Apple,i13,Neo,8,512,Amazon,Used,5500,48,2022,9982,4.2,47500
OnePlus,OnePlus 12,Neo,6,128,Reliance Digital,Refurbished,5500,108,2025,2108,4.8,63250
Google,Pixel 7,Pro Max,4,512,Croma,Good,5500,12,2023,1962,3.6,72500
Apple,i12,X,4,512,Tata Cliq,Good,6000,108,2025,8245,3.9,47000
Vivo,V50,Neo,4,64,Offline Store,Good,4500,200,2025,647,3.9,42250
Motorola,Edge 40,Ultra,6,128,Reliance Digital,Like New,5500,108,2024,8191,4.7,43640
Apple,i16,Plus,6,64,Official Store,Refurbished,5500,108,2022,2551,4,77800
Vivo,V30,T,12,256,Amazon,Used,4000,12,2021,9440,3.6,42500
Samsung,M14,Ultra,8,512,Official Store,Good,6000,108,2023,6838,4,17895
OnePlus,T9,Ultra,4,128,Amazon,Refurbished,5000,64,2023,1234,3.7,67000
Realme,GT Neo 3,FE,12,64,Official Store,Refurbished,5200,200,2025,8719,4.5,22500
Vivo,V27,Plus,6,64,Croma,Refurbished,6000,48,2025,8112,4.8,31182
Realme,GT Neo 3,Base,6,128,Reliance Digital,Refurbished,6000,64,2022,2234,4.7,20000
Vivo,V27,Pro,12,512,Official Store,Good,5200,200,2025,1695,4.1,35500
Oppo,Find X5,Plus,8,64,Official Store,Refurbished,5000,48,2024,7201,4,79000
Samsung,A75,FE,4,256,Amazon,Like New,5000,12,2025,5672,3.5,47516
OnePlus,OnePlus 10,T,4,256,Reliance Digital,Good,5500,108,2021,3798,4.7,55000
Samsung,S22,Pro,4,512,Flipkart,Used,5500,64,2024,2426,3.7,49000
Motorola,Edge 40,T,6,256,Amazon,Used,5000,64,2023,3659,4.4,32500
Xiaomi,Redmi Note 13,X,6,256,Amazon,Good,4500,108,2024,1945,3.6,22040
Samsung,Y30,Neo,6,64,Tata Cliq,Like New,5500,200,2025,1421,3.8,16010
Xiaomi,Mi 13,Pro,8,256,Amazon,Good,4000,108,2022,4352,4.3,76000
Vivo,V25,Neo,8,256,Amazon,Good,5500,48,2025,107,4.2,25784
Apple,i16,Neo,12,512,Official Store,Refurbished,5500,108,2023,5471,4.8,67450
Apple,i15,Base,8,64,Reliance Digital,Good,4000,48,2021,591,3.6,45933
Apple,i14,Pro Max,4,64,Official Store,Like New,5500,108,2021,4015,4.3,89911
Xiaomi,Mi 13,T,12,128,Flipkart,Used,5000,64,2022,759,3.8,70000
Poco,X4,Base,4,128,Amazon,Like New,5500,12,2025,6917,4.6,12840
Apple,i13,Pro Max,6,64,Tata Cliq,Good,5500,108,2022,2386,4.6,72500
Samsung,S21,Pro Max,12,128,Reliance Digital,Used,5000,48,2023,5559,4.7,49250
Vivo,V30,Plus,6,512,Amazon,Refurbished,5500,64,2024,8803,4.6,40600
Samsung,Y15,Neo,8,128,Reliance Digital,Refurbished,6000,12,2024,9201,4.3,8190
Google,Pixel 10,Neo,12,64,Tata Cliq,Used,5500,108,2025,7851,4.9,77950
OnePlus,OnePlus 9,Base,12,64,Reliance Digital,Good,6000,108,2022,4207,4.7,37000
Nothing,Phone 2,Pro Max,12,64,Reliance Digital,Used,6000,64,2022,4588,4.1,49250
Motorola,Edge 40,T,8,64,Reliance Digital,Good,5500,108,2021,4292,4.1,32500
Samsung,A75,Pro Max,12,128,Official Store,Refurbished,5200,200,2025,5628,3.8,64750
OnePlus,OnePlus 11,Plus,12,512,Flipkart,Used,4500,48,2023,6046,3.8,55000
Samsung,F22,Plus,6,128,Amazon,Refurbished,6000,48,2024,6049,4.9,127000
Samsung,S22,Pro Max,8,256,Official Store,Used,4000,200,2022,8515,4.1,57000
Oppo,Reno 11,Pro Max,6,128,Reliance Digital,Like New,6000,12,2022,4778,4.5,55640
OnePlus,OnePlus 12,Pro Max,8,512,Amazon,Like New,4000,12,2021,2597,4.1,95750
Samsung,A35,FE,8,512,Reliance Digital,Like New,4500,200,2024,7032,4.5,25111
Nothing,Phone 2,X,8,256,Reliance Digital,Good,4000,108,2023,8764,4.7,42226
Motorola,G31,Pro Max,6,128,Tata Cliq,Refurbished,5500,12,2022,3625,3.8,16286
Samsung,A55,Pro,4,128,Reliance Digital,Good,5000,48,2024,6826,4.3,39213
Samsung,Y15,T,12,512,Official Store,Used,6000,64,2025,186,3.8,11981
Samsung,A35,Lite,6,256,Offline Store,Like New,4500,64,2023,3700,4,22333
Oppo,Reno 11,X,6,128,Reliance Digital,Refurbished,4500,48,2024,9643,4.3,44400
Apple,i16,Lite,6,64,Official Store,Used,5500,12,2025,2829,3.9,67450
Samsung,A75,Plus,6,256,Official Store,Good,5200,48,2023,6693,4.9,49000
OnePlus,OnePlus 10,Base,12,512,Offline Store,Refurbished,4000,12,2022,8226,4.9,43000
Vivo,V29,Pro,8,64,Croma,Good,5200,12,2024,3355,4.2,45276
Oppo,Find X5,Neo,4,256,Tata Cliq,Used,4500,48,2021,9863,4.9,68500
Samsung,Y15,FE,6,64,Amazon,Good,5500,108,2025,1373,4.1,8903
OnePlus,T9,Neo,8,128,Offline Store,Good,5500,12,2021,4800,4.6,42250
Oppo,Reno 8,Base,8,256,Tata Cliq,Used,5200,200,2024,2049,4.8,25000
Samsung,S24,Ultra,8,512,Official Store,Like New,5000,108,2025,458,3.7,75000
Realme,GT Neo 3,Base,12,64,Reliance Digital,Like New,5500,48,2024,2788,4.6,22670
Samsung,Z24,FE,6,64,Amazon,Good,5200,64,2023,5123,4.7,127000
Samsung,A15,Lite,8,512,Official Store,Like New,4000,108,2025,2657,4.9,11972
Samsung,M14,Plus,8,512,Tata Cliq,Good,4500,12,2021,8520,3.8,12540
Oppo,Reno 8,Pro,4,256,Official Store,Refurbished,5200,200,2024,3741,3.6,36274
Samsung,A25,Pro,6,512,Amazon,Like New,6000,48,2024,5481,4.6,25669
Samsung,Y20,Lite,6,128,Reliance Digital,Used,4000,48,2024,6407,4.1,9700
Google,Pixel 10,Base,12,256,Offline Store,Good,5000,48,2023,6573,4.6,74000
OnePlus,OnePlus 11,Pro Max,6,256,Offline Store,Good,4000,64,2023,9450,4.3,72500
Samsung,Z23,X,12,64,Tata Cliq,Like New,5200,108,2024,4874,4.3,140600
Samsung,S25,Base,8,512,Tata Cliq,Good,5000,200,2023,244,4,80000
Samsung,M34,Pro Max,12,256,Offline Store,Refurbished,5200,64,2025,5112,4.6,22900
Motorola,Edge 40,Neo,8,512,Amazon,Like New,5500,64,2024,865,3.9,29395
Motorola,Edge 40,X,8,256,Flipkart,Like New,5500,48,2022,1591,4.8,38947
Nothing,Phone 2,FE,12,128,Croma,Like New,4000,108,2023,4087,4.4,35994
Samsung,S22,T,12,256,Flipkart,Good,5000,200,2025,9876,4.1,45019
Realme,GT 2,Lite,12,256,Tata Cliq,Refurbished,6000,200,2021,8286,4.7,17892
Oppo,Find X5,FE,12,256,Official Store,Like New,4500,200,2021,1250,4.9,75409
Apple,i17,Base,4,64,Reliance Digital,Good,6000,48,2023,3904,4.4,140000
Realme,GT Neo 3,X,12,512,Offline Store,Good,4500,48,2023,140,3.6,31868
Samsung,S21,Pro Max,8,64,Reliance Digital,Used,5500,64,2025,8260,4.2,49250
OnePlus,X2,Base,4,512,Amazon,Used,5200,64,2023,9025,4,30000
Samsung,A15,Neo,4,128,Tata Cliq,Used,5000,108,2025,11,4.4,10750
Google,Pixel 9,X,12,128,Offline Store,Used,5500,200,2025,6189,3.9,84700
Samsung,S22,Lite,4,512,Tata Cliq,Refurbished,5500,200,2021,7273,4.2,37764
Apple,i11,Base,4,512,Amazon,Good,5500,108,2023,6774,4.8,25446
Google,Pixel 6,FE,8,512,Tata Cliq,Good,4000,48,2023,7283,3.9,44500
Motorola,G31,Pro Max,8,512,Reliance Digital,Like New,6000,200,2023,2101,4.7,15544
Samsung,F22,X,8,64,Tata Cliq,Like New,6000,200,2025,2317,4.4,138000
Samsung,F22,Base,4,512,Flipkart,Used,5200,48,2022,5516,4.2,105000
OnePlus,X,X,12,128,Reliance Digital,Good,4000,108,2023,8577,4.8,35815
Vivo,V60,Base,4,256,Croma,Used,5000,108,2023,6852,4.7,42000
OnePlus,T8,FE,6,64,Croma,Good,4500,64,2024,6978,3.9,40062
Samsung,Y20,Plus,8,512,Reliance Digital,Refurbished,5500,64,2025,331,4.7,14421
Google,Pixel 6,Plus,4,512,Flipkart,Used,4500,64,2025,7158,4.3,49000
Vivo,V27,FE,4,128,Amazon,Good,4000,64,2022,8211,4.5,28000
Samsung,S23,Pro,6,128,Official Store,Used,4500,108,2021,3717,4.3,55750
Oppo,Reno 9,T,4,512,Offline Store,Used,6000,48,2022,1696,3.5,35000
Vivo,V30,Pro Max,8,512,Amazon,Used,5000,200,2024,638,4.2,53900
Samsung,A15,Pro Max,4,512,Croma,Refurbished,4000,48,2021,3393,4.6,21132
Apple,i13,X,12,64,Flipkart,Refurbished,5500,200,2025,5002,4.7,60000
Google,Pixel 7,Pro Max,6,128,Amazon,Refurbished,5500,108,2025,6828,4.4,72500
Apple,i11,Pro Max,4,64,Amazon,Refurbished,5000,12,2025,1607,4.4,41500
Motorola,G71,Base,6,256,Official Store,Good,5200,200,2022,6849,4.4,17303
OnePlus,X2,Lite,6,64,Flipkart,Refurbished,5500,200,2021,6168,4.5,31750
Google,Pixel 9,X,12,128,Croma,Good,5500,200,2023,2410,4.8,84700
OnePlus,OnePlus 10,Base,6,64,Offline Store,Good,4000,64,2024,4615,4.9,43000
Vivo,V25,Pro,6,128,Flipkart,Refurbished,5200,12,2024,480,4.7,28750
Samsung,S23,FE,12,256,Reliance Digital,Refurbished,5200,108,2022,3428,3.6,44500
Google,Pixel 10,Ultra,12,512,Official Store,Like New,6000,12,2025,1627,3.5,121400
Samsung,M34,Plus,4,256,Offline Store,Refurbished,4000,64,2021,586,4.5,21313
Apple,i12,X,4,64,Amazon,Refurbished,5000,200,2022,2365,4.4,47000
Apple,i11,FE,6,512,Amazon,Good,5200,108,2021,8820,4.5,28178
Apple,i15,T,4,128,Official Store,Refurbished,5200,48,2021,4935,3.8,57500
Google,Pixel 8,Pro Max,6,128,Amazon,Used,5200,48,2022,8474,3.6,86450
Apple,i14,T,12,512,Offline Store,Used,4500,12,2024,8452,4.8,70000
Samsung,Y30,FE,8,128,Reliance Digital,Good,4000,108,2021,399,3.6,18910
OnePlus,OnePlus 9,Lite,12,256,Tata Cliq,Refurbished,4500,12,2025,3772,4.9,39100
OnePlus,OnePlus 10,Lite,4,128,Reliance Digital,Refurbished,4500,12,2025,8414,3.9,45400
Samsung,F24,FE,8,64,Amazon,Good,4500,48,2021,9156,3.9,132500
Samsung,Y20,Plus,8,128,Amazon,Used,5200,12,2025,5695,4.8,12034
Motorola,Edge 40,Pro Max,6,256,Reliance Digital,Like New,6000,64,2024,8274,3.6,41715
Vivo,V27,Lite,12,64,Reliance Digital,Used,4500,108,2021,3246,3.7,26500
Apple,i16,Base,6,256,Offline Store,Good,5000,200,2023,6757,3.5,64000
OnePlus,X,Pro,8,256,Offline Store,Good,4000,200,2024,3525,4.7,36953
Vivo,V29,Base,8,512,Amazon,Refurbished,5000,108,2025,8905,4.9,30000
Apple,i17,Ultra,8,512,Offline Store,Like New,5000,12,2025,3069,3.7,227000
Oppo,Reno 11,Ultra,12,256,Amazon,Like New,5200,48,2025,235,4.1,60186
Oppo,Reno 8,Plus,8,128,Flipkart,Refurbished,5000,64,2023,476,4.3,31000
Apple,i17,T,6,256,Amazon,Refurbished,5000,108,2024,8237,3.7,176250
Samsung,M54,Ultra,6,64,Amazon,Like New,4500,64,2021,9739,4.7,43000
Vivo,V30,Pro Max,12,512,Croma,Refurbished,6000,64,2021,1787,4.5,53900
Samsung,Z22,Lite,8,64,Offline Store,Used,6000,200,2024,9169,4.8,105250
Samsung,M34,Neo,8,64,Tata Cliq,Refurbished,5500,12,2021,3262,4.3,13949
OnePlus,OnePlus 9,Ultra,4,128,Tata Cliq,Like New,6000,12,2022,4892,4.8,64815
Apple,i15,Pro Max,4,256,Tata Cliq,Like New,5000,200,2022,8040,4.5,73254
Apple,i11,Lite,8,64,Offline Store,Good,5200,64,2022,7783,3.7,28825
OnePlus,T8,T,12,64,Official Store,Refurbished,5500,12,2025,8422,3.6,45000
Apple,i16,X,12,256,Reliance Digital,Good,4500,12,2024,5185,3.6,84700
OnePlus,T8,Base,12,64,Offline Store,Like New,4500,12,2025,9294,3.9,35039
Samsung,M14,Lite,6,64,Reliance Digital,Good,4500,12,2024,3563,4.5,12100
Xiaomi,Redmi Note 12,Base,8,128,Offline Store,Like New,5000,12,2025,3020,3.8,14835
Nothing,Phone 1,Base,12,512,Amazon,Refurbished,5000,108,2021,4243,4.3,24077
Samsung,Z22,X,12,512,Offline Store,Used,4500,200,2025,2882,3.8,131500
Samsung,Z24,Lite,8,64,Flipkart,Like New,4500,48,2024,4198,4,121289
Samsung,Z24,Pro Max,6,64,Amazon,Like New,5000,48,2023,7345,3.7,181000
Vivo,V29,Base,8,128,Flipkart,Good,5500,200,2025,7519,3.5,31641
Samsung,F23,Pro Max,12,64,Amazon,Good,4500,108,2021,8461,4.4,173250
Realme,GT 2,Plus,12,512,Reliance Digital,Like New,5500,108,2023,2730,3.9,23169
Poco,X4,Ultra,4,128,Croma,Refurbished,5200,108,2024,8884,4.3,22805
Google,Pixel 6,Pro,8,512,Amazon,Refurbished,5500,64,2023,2511,4.1,55750
Realme,GT 2,Lite,6,128,Reliance Digital,Used,4000,200,2021,3657,4.9,17398
Samsung,F22,Pro Max,6,64,Amazon,Like New,5500,200,2025,6812,4.2,165500
Samsung,Z23,Lite,8,512,Reliance Digital,Good,4000,108,2025,2466,4.2,112600
Samsung,M14,Plus,12,64,Flipkart,Good,4000,48,2021,6083,4.6,14038
Samsung,Y15,Base,12,64,Croma,Like New,5200,64,2022,61,4.8,8753
Vivo,V30,Plus,4,256,Reliance Digital,Like New,6000,200,2025,5555,4.3,40600
Apple,i12,Plus,8,128,Croma,Refurbished,5500,48,2021,2354,3.9,43000
Vivo,V25,FE,12,256,Croma,Like New,4500,48,2024,6208,3.6,24901
Samsung,S23,FE,8,512,Croma,Like New,5000,64,2022,2490,4.9,46245
Samsung,S25,Pro,8,128,Official Store,Refurbished,5000,108,2024,9225,3.7,109750
Realme,GT Neo 3,X,8,64,Official Store,Refurbished,4000,64,2025,6070,3.9,30500
Poco,X4,Pro,12,256,Offline Store,Used,5200,200,2023,6877,4.6,17360
Motorola,Edge 40,T,12,128,Amazon,Like New,5500,200,2023,2266,4.3,33531
Samsung,S23,FE,6,512,Croma,Used,5200,48,2022,2883,4.3,44500
OnePlus,T9,Pro,12,64,Croma,Refurbished,4500,200,2022,9399,4.4,55750
OnePlus,OnePlus 9,Pro Max,8,256,Amazon,Good,4000,200,2021,7922,4.7,60100
OnePlus,T8,Lite,8,256,Reliance Digital,Used,5500,108,2025,4642,4.2,37000
Oppo,Reno 10,Base,12,512,Tata Cliq,Like New,4500,48,2024,5741,4,31326
Vivo,V27,FE,8,512,Amazon,Like New,5200,108,2021,2785,3.9,34315
Google,Pixel 6,T,6,256,Offline Store,Used,6000,48,2025,2989,4.6,51250
Oppo,Reno 11,X,4,64,Flipkart,Refurbished,6000,48,2024,5474,4.4,44400
Oppo,Reno 10,Plus,6,256,Official Store,Used,4500,108,2025,2237,3.8,37000
Samsung,A25,Ultra,4,64,Official Store,Refurbished,5000,108,2023,1317,3.7,27000
Xiaomi,Mi 13,Base,4,64,Offline Store,Like New,5500,108,2022,5959,4.4,55000
Oppo,Reno 9,Pro,12,64,Croma,Like New,5200,200,2023,5720,3.8,43434
Samsung,S23,Pro Max,4,256,Reliance Digital,Used,6000,12,2022,9015,4.5,64750
Oppo,Reno 11,Pro Max,8,64,Amazon,Good,4500,12,2022,1905,4.8,53900
Google,Pixel 10,Pro Max,6,256,Croma,Refurbished,4500,48,2021,6190,4,117450
Google,Pixel 7,Neo,4,64,Tata Cliq,Good,5500,200,2022,5207,3.5,48525
Xiaomi,Redmi Note 13,T,8,128,Reliance Digital,Refurbished,5500,48,2021,9222,4,20015
OnePlus,OnePlus 9,Plus,12,512,Reliance Digital,Like New,5000,200,2021,549,3.7,48409
Vivo,V30,Neo,4,128,Croma,Like New,4000,12,2022,406,3.5,37460
Vivo,V40,FE,6,256,Offline Store,Refurbished,5000,200,2023,6847,4,41200
Samsung,S23,Pro Max,6,256,Reliance Digital,Refurbished,5200,200,2022,1486,3.9,64750
Samsung,Y20,Base,12,64,Reliance Digital,Good,5200,12,2025,2269,3.6,10925
Samsung,A75,X,12,128,Tata Cliq,Like New,5200,12,2022,9411,4.8,53500
Apple,i13,X,12,256,Croma,Good,5200,12,2023,1169,3.9,60816
Apple,i13,FE,4,64,Reliance Digital,Like New,4000,12,2022,5266,4.8,52348
Samsung,F22,Base,6,256,Amazon,Refurbished,4000,200,2025,1271,4,105000
OnePlus,OnePlus 9,Lite,6,512,Official Store,Refurbished,5000,48,2021,9756,4.9,39100
Samsung,S22,Ultra,6,64,Reliance Digital,Used,4000,108,2023,2692,3.7,59000
Samsung,S23,Ultra,6,256,Amazon,Refurbished,5200,48,2022,4923,4.8,67000
Apple,i14,Plus,4,256,Tata Cliq,Good,5500,48,2023,2174,4.2,67000
OnePlus,OnePlus 10,X,8,256,Tata Cliq,Refurbished,4000,64,2022,7566,4.6,57400
Oppo,Reno 10,Pro,4,128,Croma,Refurbished,4500,108,2023,8087,3.6,42250
Google,Pixel 9,Neo,6,64,Flipkart,Refurbished,5500,200,2024,6358,4.5,67450
Vivo,V40,Plus,12,64,Offline Store,Used,6000,12,2021,7204,3.9,45400
Vivo,V30,Lite,12,512,Croma,Good,5500,48,2025,7398,4.6,35521
Samsung,Y15,Pro Max,8,64,Amazon,Used,5000,12,2025,7306,3.9,15484
Samsung,A35,Pro,12,128,Offline Store,Good,5500,12,2021,564,4.9,27400
Xiaomi,Redmi Note 12,FE,4,128,Amazon,Good,5500,64,2024,2482,4.2,12686
Google,Pixel 7,Pro,4,128,Reliance Digital,Like New,5500,200,2023,3214,3.8,65615
Oppo,Reno 9,Ultra,6,256,Offline Store,Like New,4500,48,2023,360,4.4,46669
Apple,i12,Plus,12,512,Amazon,Good,4000,48,2022,6886,4.9,43000
Google,Pixel 10,Lite,12,512,Official Store,Refurbished,5200,200,2023,7203,3.8,77950
Samsung,Z24,Lite,8,256,Flipkart,Refurbished,5000,48,2022,3093,3.6,121000
Google,Pixel 10,Ultra,4,128,Reliance Digital,Used,4000,200,2025,2455,4.1,121400
Samsung,F24,FE,8,64,Reliance Digital,Refurbished,6000,12,2024,8630,3.8,132500
Vivo,V60,FE,6,512,Croma,Good,5200,12,2025,5523,4.5,46700
Poco,X4,Ultra,8,256,Reliance Digital,Used,5000,108,2022,4834,4,20306
Realme,GT Neo 3,Pro Max,4,64,Flipkart,Good,5000,48,2022,836,3.7,33750
Motorola,Edge 40,Pro Max,6,64,Reliance Digital,Good,5200,200,2021,180,4.4,41500
Realme,GT 2,Base,12,512,Amazon,Like New,5000,12,2023,5010,4.3,19285
Motorola,G71,Neo,12,512,Tata Cliq,Good,6000,48,2022,9218,4.9,17134
Realme,GT 2,Pro,12,256,Amazon,Like New,5000,200,2025,9353,4.9,26999
Oppo,Reno 10,Lite,12,64,Amazon,Used,5500,64,2022,3658,4.3,31750
Samsung,F23,Pro Max,4,512,Official Store,Like New,5500,200,2025,419,4.4,173250
Samsung,Z23,Pro Max,8,512,Flipkart,Good,5000,64,2023,1044,3.7,168600
Samsung,F24,Lite,8,128,Croma,Used,5500,108,2021,10,3.7,126250
Samsung,Z23,Plus,4,256,Amazon,Used,5200,64,2021,1134,4.5,129400
OnePlus,T9,Plus,4,256,Croma,Refurbished,5000,64,2024,2753,4.7,49000
OnePlus,X2,Ultra,8,256,Offline Store,Used,5200,108,2025,9881,4.3,51000
Samsung,Z22,Plus,4,128,Croma,Refurbished,4000,12,2025,5537,3.9,121000
Apple,i14,Neo,4,128,Official Store,Refurbished,5500,64,2025,9719,4.4,58000
Samsung,Y20,Neo,8,512,Flipkart,Like New,4500,108,2025,3444,4.6,11219
Realme,GT Neo 3,X,12,128,Flipkart,Good,4000,48,2022,5404,4.4,32059
Nothing,Phone 1,Plus,12,256,Offline Store,Like New,5500,12,2025,4025,4.4,32152
Samsung,A35,Pro,12,256,Reliance Digital,Like New,4500,64,2023,273,4.3,31177
Samsung,A55,Base,12,512,Offline Store,Like New,5200,108,2022,1842,4.2,32401
Samsung,M54,Plus,4,512,Tata Cliq,Used,5200,48,2023,2527,4.6,31000
Nothing,Phone 2,Pro Max,8,256,Tata Cliq,Good,5200,64,2024,9906,4.2,49692
OnePlus,OnePlus 11,Pro,6,64,Croma,Used,5500,48,2023,2257,4.8,62500
Google,Pixel 8,X,12,256,Tata Cliq,Used,4000,108,2025,4836,4.8,71700
Xiaomi,Mi 13,X,4,128,Reliance Digital,Refurbished,4500,48,2024,548,4.2,73000
Poco,X4,Pro Max,4,128,Offline Store,Good,4500,64,2023,3938,4.2,23782
Xiaomi,Mi 13,Neo,4,512,Official Store,Used,5500,108,2022,7208,4.2,58000
Vivo,V50,Base,6,512,Croma,Good,6000,64,2021,8846,3.7,40000
Nothing,Phone 1,FE,4,512,Offline Store,Used,5200,12,2021,1892,4.5,25800
OnePlus,OnePlus 9,X,12,128,Reliance Digital,Like New,4500,12,2023,17,3.8,51673
Google,Pixel 7,Base,6,512,Tata Cliq,Good,5000,48,2023,3161,4.7,47291
Samsung,F22,Ultra,4,512,Reliance Digital,Used,4500,12,2024,754,3.7,171000
Samsung,F22,Pro Max,8,256,Official Store,Good,4000,12,2022,2785,3.8,165500
Xiaomi,Redmi Note 12,Neo,8,256,Tata Cliq,Refurbished,6000,48,2021,2051,3.5,14532
Google,Pixel 9,Base,8,512,Amazon,Like New,5500,64,2024,7307,3.6,67521
Xiaomi,Redmi Note 12,Plus,12,64,Reliance Digital,Like New,5000,108,2023,9570,4.6,15087
Realme,GT 2,Lite,6,512,Croma,Good,5500,108,2021,4637,4.3,16521
Samsung,S24,X,4,128,Offline Store,Used,6000,64,2022,628,4.9,60000
Samsung,F24,Plus,4,64,Official Store,Like New,5200,200,2024,5446,3.8,145000
Samsung,Z24,Neo,4,64,Tata Cliq,Used,5200,64,2021,5512,5,121000
Oppo,Reno 10,Plus,4,128,Croma,Good,4500,64,2022,7707,3.7,38922
Samsung,F22,Pro,4,512,Official Store,Refurbished,5500,108,2021,9033,4.5,143500
Apple,i17,FE,8,128,Official Store,Used,5000,48,2024,9240,4.7,154500
Apple,i16,T,8,512,Croma,Like New,4000,64,2021,8464,4.8,84702
OnePlus,OnePlus 11,Ultra,6,64,Amazon,Used,6000,48,2023,769,3.7,75000
Vivo,V29,X,12,256,Official Store,Refurbished,6000,108,2025,757,3.9,40500
Samsung,S25,X,8,256,Amazon,Like New,5500,48,2024,4883,4,107098
Samsung,Y15,Pro Max,12,64,Tata Cliq,Like New,5000,12,2024,89,3.9,15893
Samsung,S25,Pro,6,512,Reliance Digital,Good,4500,108,2025,5366,3.9,109750
Samsung,A25,X,4,256,Offline Store,Used,6000,108,2021,1969,4.7,23028
Google,Pixel 6,FE,4,256,Croma,Like New,6000,12,2023,7646,3.8,47490
Apple,i11,Pro Max,4,64,Reliance Digital,Like New,5500,64,2023,6735,4.3,41500
Apple,i16,X,8,256,Offline Store,Like New,5200,48,2022,5816,4.5,84700
Nothing,Phone 1,Plus,4,128,Official Store,Good,6000,48,2025,3343,4,31481
Realme,GT 2,Base,8,512,Amazon,Like New,5200,12,2024,568,4.3,18135
Vivo,V30,FE,6,256,Amazon,Like New,6000,48,2024,1548,4.6,37935
Poco,X4,Lite,8,64,Croma,Refurbished,5000,48,2025,3594,5,11536
OnePlus,X,Pro Max,6,256,Reliance Digital,Refurbished,5500,12,2025,6182,4.8,41500
Vivo,V25,Pro Max,6,64,Croma,Good,5200,200,2024,2045,4.8,33750
Samsung,Z24,Pro Max,8,64,Flipkart,Good,5500,12,2022,9389,3.7,181000
Samsung,Z24,Base,6,512,Flipkart,Used,6000,48,2021,9019,4.3,115000
Apple,i17,Pro Max,4,64,Flipkart,Like New,6000,48,2022,9145,4.9,219750
Samsung,A35,Base,8,256,Offline Store,Refurbished,5000,200,2023,3689,3.7,19172
Google,Pixel 9,FE,8,64,Tata Cliq,Used,5000,200,2023,4254,3.5,70900
OnePlus,T10,Pro,12,128,Flipkart,Used,5500,200,2021,8745,4.4,62500
OnePlus,OnePlus 12,Plus,8,64,Croma,Like New,4500,12,2021,6083,4.8,73000
Apple,i14,X,6,256,Croma,Used,4000,48,2025,8807,4.9,73000
Realme,GT Neo 3,Ultra,6,128,Flipkart,Like New,4000,200,2022,8800,3.8,36631
Apple,i12,Neo,12,512,Tata Cliq,Good,4500,108,2023,745,4.7,37000
Samsung,A15,X,6,256,Amazon,Used,5000,48,2023,3941,4.5,14500
Vivo,V30,Base,6,256,Croma,Good,4500,108,2021,4292,4.6,36855
Samsung,Y20,Neo,4,512,Official Store,Like New,5500,48,2022,2319,3.9,12771
Samsung,Z24,FE,8,64,Tata Cliq,Good,6000,64,2022,1105,4.6,127000
Samsung,Z22,T,4,64,Tata Cliq,Used,4500,200,2022,8558,4.3,126250
Samsung,S24,X,8,64,Offline Store,Like New,4500,200,2025,1954,4,61422
Google,Pixel 6,Base,12,64,Reliance Digital,Refurbished,5000,108,2021,4314,3.7,40766
OnePlus,T10,Neo,12,512,Amazon,Like New,5500,108,2025,8308,4.2,48488
Samsung,Y15,FE,12,64,Flipkart,Good,6000,12,2022,9374,4.4,9373
Apple,i14,Neo,6,256,Reliance Digital,Refurbished,5000,200,2022,7736,4.1,58000
Motorola,G71,T,8,512,Amazon,Refurbished,6000,64,2025,2640,4.6,20535
Motorola,G31,Pro,12,64,Flipkart,Refurbished,4500,12,2021,1300,3.7,14892
Samsung,S21,Base,8,128,Offline Store,Good,4500,12,2023,8667,4.2,31595
